,sm_smos,sm_smap,sm_tc,sm_gldas,sm_fldas
2020-09-30,,0.03919340814318138,0.02596158006051137,1.188352053845022,6048.253291984014
2020-10-31,,0.038383253861188765,0.024106332939043136,1.1812149332374502,6119.350592299297
2020-11-30,,0.06818311433584695,0.022563165828919218,1.228564130713405,6403.770755829055
2020-12-31,,0.07474507110392777,0.021321995973170197,1.3013379094714248,6648.847589537359
2021-01-31,,0.11132181864237692,0.02820751096731608,1.4608852577590206,7085.871704653279
2021-02-28,,0.1590566395621396,0.024704229465951372,1.5356769271148811,7993.568600285449
2021-03-31,,0.12379459609520325,0.022885524101722354,1.4984628460705804,7848.132886163689
2021-04-30,,0.059180933454602486,0.02404064673711686,1.362562176757931,7043.46532990334
2021-05-31,,0.04039063118053176,0.022478328978170984,1.2597112739050023,6459.077042307734
2021-06-30,,0.03753131482673669,0.020051509235149808,1.1966325086864469,6107.922036681597
2021-07-31,,0.03717094377353789,0.018189502933032155,1.1599539759738484,5929.622688109968
2021-08-31,,0.03980092622763111,0.017094192573741177,1.1353036806328474,5813.762848417724
2021-09-30,,0.04068341312022854,0.016139327994779608,1.1206532661159634,5778.925995024814
